age,gender,height,weight,bf
26.0,1,174.2,70.3,24.7
25.0,1,176.1,77.1,17.0
52.0,0,163.0,55.4,22.0
31.0,1,181.1,75.4,9.8
60.0,0,156.5,61.22,31.2
41.0,0,162.3,65.2,28.7
21.0,0,171.4,70.94,21.8
60.0,1,173.3,74.0,26.1
27.0,1,170.8,68.8,14.7
25.0,0,162.4,55.8,26.4
26.0,0,160.8,66.12,39.4
29.0,0,171.0,59.5,21.5
21.0,1,172.9,67.9,25.7
45.0,1,170.4,80.8,25.0
24.0,1,179.5,78.9,15.9
26.0,0,162.7,51.4,22.5
27.0,1,181.4,83.1,19.5
44.0,0,167.7,56.2,11.2
21.0,1,176.0,62.5,16.4
34.0,1,171.2,88.5,27.4
30.0,1,167.8,74.2,21.4
25.0,1,184.3,85.1,22.6
48.0,1,171.6,58.5,11.3
27.0,1,172.7,76.0,13.2
35.0,1,176.5,82.1,21.6
50.0,1,166.4,84.0,32.3
26.0,0,172.9,65.4,20.4
38.0,1,179.0,83.4,26.8
34.0,1,171.1,66.3,13.8
25.0,0,160.7,59.2,29.0
28.0,1,171.4,79.8,18.7
54.0,1,166.0,62.5,12.1
58.0,0,154.8,51.3,40.3
25.0,1,175.9,81.1,27.8
22.0,0,169.5,61.6,28.4
60.0,1,168.0,59.0,21.1
21.0,0,165.9,71.0,33.0
58.0,1,168.4,63.8,23.0
28.0,1,174.2,75.6,16.6
26.0,1,172.6,75.5,17.1
27.0,1,189.2,78.0,11.6
50.0,1,180.8,93.4,25.2
41.0,0,170.4,63.8,27.2
60.0,1,164.0,54.8,14.2
21.0,1,170.5,64.0,13.2
60.0,0,154.6,73.5,39.7
21.0,0,155.7,44.7,19.0
50.0,0,166.0,61.2,31.4
53.0,1,167.3,72.96,21.5
24.0,1,175.5,72.6,7.4
55.0,1,167.8,64.7,20.3
26.0,1,187.9,95.4,12.4
45.0,1,176.6,58.88,11.2
22.0,0,155.6,47.9,22.0
22.0,1,165.2,62.8,18.0
60.0,1,175.7,95.22,28.4
62.0,1,170.8,79.88,27.9
25.0,1,167.2,69.5,22.4
25.0,0,148.7,51.0,38.6
30.0,1,181.3,97.36,24.2
25.0,1,178.7,63.8,15.2
24.0,1,175.7,73.9,22.1
61.0,1,176.5,75.48,19.5
60.0,1,171.7,71.42,23.1
22.0,0,161.8,58.0,28.3
46.0,0,160.6,67.78,34.1
41.0,1,178.8,82.6,22.5
24.0,0,159.8,57.2,30.3
58.0,0,150.0,55.7,34.1
24.0,1,178.5,95.4,26.0
56.0,0,153.3,51.6,28.3
40.0,1,176.9,72.4,25.3
39.0,1,170.5,71.8,29.8
23.0,0,161.0,58.9,31.1
62.0,0,156.3,67.28,41.6
30.0,1,173.7,71.5,25.2
25.0,1,176.5,80.6,17.2
29.0,0,160.8,78.32,38.2
35.0,1,180.3,77.3,13.6
60.0,0,166.8,56.0,18.3
24.0,0,165.8,82.5,42.7
40.0,1,170.8,68.5,23.1
37.0,1,175.0,63.7,17.1
23.0,1,176.6,76.2,19.9
55.0,0,156.4,52.8,32.8
37.0,1,165.4,71.7,17.5
48.0,0,164.0,65.6,35.6
23.0,1,168.4,62.9,14.3
56.0,1,172.2,69.5,21.1
38.0,1,178.4,83.02,14.6
59.0,1,167.9,64.9,21.9
23.0,0,165.4,51.2,26.4
30.0,0,169.3,66.2,34.2
32.0,0,158.9,49.2,21.8
27.0,1,171.2,73.1,19.3
42.0,1,175.6,95.4,46.2
50.0,1,172.5,81.0,22.8
33.0,1,174.9,80.2,23.5
43.0,1,173.3,64.76,14.4
62.0,1,168.4,71.6,15.7
27.0,0,156.5,60.8,32.3
53.0,0,155.5,49.6,28.6
56.0,0,156.1,53.9,33.3
21.0,1,172.7,76.2,16.7
24.0,1,166.8,70.0,13.0
24.0,0,163.2,70.2,31.8
60.0,0,148.4,50.1,28.1
22.0,1,168.0,60.8,20.3
43.0,1,174.0,77.0,16.4
37.0,1,170.0,74.4,19.4
29.0,0,163.0,54.7,21.3
48.0,0,160.5,58.0,29.8
32.0,1,177.3,77.4,20.9
25.0,1,170.0,78.9,18.7
63.0,0,146.5,41.4,26.1
25.0,1,179.8,87.6,24.9
22.0,1,168.7,75.1,21.88911
28.0,0,169.6,68.0,34.6
56.0,1,171.8,77.5,26.0
45.0,0,156.8,51.9,28.4
56.0,0,159.9,80.72,46.1
61.0,1,170.9,69.0,19.2
39.0,1,179.3,77.9,24.3
48.0,1,180.2,87.0,22.0
39.0,1,169.2,84.6,35.9
24.0,0,154.2,37.3,23.0
32.0,0,170.0,56.6,27.2
30.0,0,162.7,51.1,23.9
22.0,1,166.2,78.7,28.6
44.0,0,155.4,80.4,37.1
25.0,1,178.6,78.5,23.7
43.0,0,161.0,65.8,38.2
33.0,1,174.9,79.9,20.7
63.0,1,164.2,59.1,22.6
38.0,1,175.7,70.7,21.6
27.0,0,161.6,47.1,25.1
26.0,0,160.9,51.5,29.5
22.0,0,165.7,59.4,34.1
27.0,1,177.9,87.8,20.8
32.0,0,168.0,59.5,22.7
30.0,1,178.3,76.0,14.9
55.0,0,156.3,54.9,35.7
28.0,0,164.9,54.18,22.0
26.0,0,156.9,63.5,32.7
53.0,0,139.8,64.72,42.9
38.0,1,173.2,94.1,33.1
27.0,1,182.1,83.2,8.4
51.0,1,159.0,62.3,20.4
47.0,0,157.0,70.9,36.0
25.0,0,157.8,44.8,26.8
30.0,1,178.5,70.1,17.4
22.0,0,162.2,43.7,20.3
28.0,0,169.3,68.1,29.8
27.0,0,156.3,50.7,24.7
56.0,0,159.2,47.9,26.5
24.0,1,161.3,63.3,17.0
35.0,1,176.6,70.1,11.7
48.0,1,178.4,73.8,16.7
59.0,1,171.0,66.2,15.6
59.0,1,179.3,69.8,17.6
27.0,1,169.6,68.5,15.7
64.0,0,161.7,63.5,35.0
21.0,0,171.9,69.5,32.1
33.0,1,174.8,69.4,13.6
28.0,1,175.8,93.3,33.5
43.0,1,167.8,68.24,21.1
21.0,0,167.9,57.6,25.9
29.0,1,179.4,77.6,16.5
51.0,1,167.4,56.4,13.2
26.0,1,183.0,91.5,14.2
60.0,0,160.1,60.3,35.0
25.0,1,168.4,67.3,18.5
22.0,0,164.5,54.6,21.9
60.0,1,173.2,80.5,23.1
22.0,0,158.1,76.1,40.7
63.0,1,162.6,68.7,17.7
32.0,1,173.0,74.7,12.0
26.0,1,172.3,118.6,35.4
25.0,0,173.0,66.2,27.3
27.0,0,158.4,51.0,26.3
25.0,1,169.7,53.0,18.1
38.0,1,158.9,69.9,36.0
24.0,1,177.5,83.2,19.8
21.0,1,171.1,57.7,13.9
53.0,1,170.9,66.86,19.8
30.0,1,170.5,67.8,21.4
22.0,1,166.0,62.4,20.1
21.0,1,168.2,64.0,18.5
41.0,1,174.7,75.2,21.2
61.0,1,166.9,68.0,24.8
50.0,1,183.6,83.9,21.0
31.0,1,173.4,84.9,33.0
37.0,1,166.8,74.2,19.9
55.0,1,164.9,61.6,20.9
51.0,0,167.2,58.52,27.3
23.0,0,160.3,46.8,25.6
37.0,1,169.1,81.6,32.5
50.0,1,175.0,76.9,24.9
23.0,1,168.0,57.3,10.1
48.0,1,177.1,67.8,14.1
42.0,1,169.0,72.3,23.6
24.0,0,154.7,62.4,29.9
22.0,1,170.9,57.1,9.9
54.0,0,155.9,62.7,35.8
42.0,1,171.5,91.0,30.3
25.0,0,164.9,67.0,32.4
50.0,1,168.8,76.8,23.2
24.0,1,174.5,79.94,11.9
32.0,1,184.7,85.6,16.0
61.0,1,171.2,60.9,13.3
23.0,0,157.1,48.6,32.8
23.0,1,173.2,66.7,12.7
21.0,0,160.7,59.38,31.5
29.0,1,175.4,70.4,17.3
33.0,1,176.8,72.2,14.4
64.0,0,153.8,54.3,37.4
51.0,1,173.8,64.6,15.8
22.0,1,170.8,67.2,13.1
55.0,0,155.1,66.5,39.5
26.0,0,162.8,54.4,22.2
26.0,1,164.1,63.4,15.2
55.0,1,168.3,65.7,23.2
27.0,1,185.3,75.6,18.9
33.0,1,177.5,68.0,16.9
58.0,0,151.3,48.5,24.2
33.0,0,159.7,51.9,33.1
23.0,0,169.9,54.2,24.9
40.0,1,173.8,77.6,28.9
22.0,1,175.1,65.04,9.3
35.0,1,186.4,75.7,18.4
57.0,0,161.1,52.3,30.8
45.0,1,175.6,76.9,14.9
37.0,0,173.5,58.7,19.3
62.0,0,159.8,57.1,32.1
31.0,0,165.0,57.3,37.1
21.0,0,161.4,57.5,32.0
56.0,0,158.4,49.3,26.0
21.0,1,173.7,63.2,9.3
32.0,1,172.8,76.1,16.8
27.0,1,173.5,74.5,18.6
27.0,0,164.7,61.7,35.3
28.0,0,158.0,51.9,26.3
47.0,1,173.2,80.4,24.9
24.0,1,179.7,72.3,19.0
28.0,1,176.8,85.9,24.9
25.0,1,164.9,71.7,20.6
62.0,1,167.7,78.9,30.9
25.0,1,185.9,78.76,18.3
26.0,0,157.7,52.9,26.8
39.0,0,158.5,57.1,28.9
26.0,1,178.9,82.8,22.3
37.0,1,171.2,79.1,23.6
29.0,1,182.4,91.3,19.9
57.0,0,167.0,56.4,21.8
61.0,1,170.0,72.6,22.3
57.0,1,164.9,60.7,15.9
27.0,0,159.0,50.8,28.5
36.0,1,159.0,51.5,24.6
38.0,1,167.0,63.0,9.8
29.0,1,181.4,81.12,25.2
31.0,1,178.3,79.1,13.7
25.0,0,163.3,53.4,24.9
39.0,1,167.5,72.8,24.8
23.0,1,168.2,65.8,18.8
21.0,1,170.9,71.1,12.9
33.0,1,172.8,70.2,28.9
29.0,1,175.6,84.5,21.1
23.0,0,161.6,52.4,30.4
42.0,0,162.7,69.1,35.1
28.0,0,160.9,67.2,37.0
48.0,1,177.5,78.5,16.6
22.0,0,157.9,47.2,20.9
21.0,0,162.7,57.2,26.8
38.0,1,168.0,75.8,26.9
41.0,0,163.0,64.2,34.8
33.0,1,169.9,72.1,24.6
60.0,1,164.9,70.4,30.4
64.0,1,164.3,66.82,15.8
27.0,0,158.9,58.9,33.9
48.0,1,190.0,85.9,6.2
23.0,1,171.7,79.7,18.8
52.0,0,165.4,61.06,33.5
52.0,0,156.5,61.1,37.1
64.0,0,149.4,55.0,33.2
34.0,1,167.3,71.8,31.9
27.0,1,172.2,69.4,14.1
28.0,0,160.1,59.6,28.5
35.0,1,176.4,66.3,20.5
32.0,1,172.3,69.6,17.9
62.0,1,170.5,75.8,27.4
47.0,1,174.0,86.2,25.3
37.0,0,162.8,56.9,16.5
46.0,0,161.2,60.5,28.1
46.0,0,167.5,57.5,23.1
36.0,1,177.6,88.5,24.7
41.0,0,160.5,67.9,33.6
60.0,1,164.9,67.56,25.0
43.0,1,173.6,74.4,21.3
30.0,0,158.2,57.4,27.1
39.0,0,156.4,55.5,33.1
21.0,1,165.9,64.0,15.7
37.0,1,167.7,77.3,27.8
32.0,1,170.3,76.9,20.0
64.0,1,169.8,84.9,23.0
26.0,1,176.7,72.4,8.0
50.0,1,166.0,64.3,23.7
30.0,0,152.4,47.8,20.6483
22.0,0,156.5,54.2,27.0
38.0,1,171.7,77.0,26.9
26.0,0,160.0,48.36,29.8
64.0,0,147.0,52.4,36.0
56.0,1,166.8,64.0,21.4
35.0,1,181.2,77.5,14.8
26.0,1,166.3,67.2,22.4
27.0,0,174.3,57.0,12.3
43.0,1,176.5,80.62,20.7
27.0,0,169.8,64.4,24.4
45.0,1,166.9,68.2,24.4
43.0,0,164.0,58.6,30.3
24.0,0,165.6,53.3,21.6
21.0,0,157.6,55.3,33.6
23.0,1,163.0,61.16,12.4
26.0,1,166.0,67.3,23.6
27.0,0,166.0,46.6,17.5
60.0,0,159.9,62.7,35.9
55.0,0,155.1,47.7,25.60989
38.0,1,172.2,94.5,33.4
63.0,0,167.8,68.6,36.0
53.0,0,158.8,56.8,33.6
64.0,0,157.8,60.4,34.9
23.0,1,169.0,86.22,33.9
24.0,1,174.9,70.5,15.1
30.0,0,148.8,44.3,29.2
51.0,1,161.2,56.3,23.7
58.0,1,175.9,77.3,20.9
41.0,1,185.2,88.66,20.3
49.0,0,157.9,53.0,36.1
22.0,1,163.9,69.4,17.0
63.0,0,157.4,55.82,40.3
56.0,0,152.1,57.3,28.4
28.0,1,174.6,78.2,20.0
50.0,0,166.7,62.6,31.0
35.0,1,164.9,77.5,30.4
21.0,1,168.7,70.3,26.6
47.0,1,171.9,73.2,17.9
24.0,0,162.4,63.1,31.0
43.0,0,161.3,60.1,30.2
54.0,0,155.6,62.3,36.4
22.0,0,160.5,50.48,26.7
63.0,0,145.6,40.9,23.6
27.0,1,176.4,76.2,20.9
30.0,1,185.0,101.6,20.0
30.0,1,172.2,66.68,19.4
56.0,1,173.8,89.3,24.8
21.0,0,164.9,54.58,23.2
28.0,1,176.2,62.86,18.9
40.0,1,174.4,88.2,30.2
44.0,1,170.5,71.6,22.5
61.0,0,160.6,67.26,27.8
38.0,0,162.0,63.0,42.6
21.0,0,162.3,63.4,30.1
24.0,1,187.6,81.22,16.0
27.0,1,173.4,72.4,14.7
21.0,0,158.5,48.8,22.5
46.0,1,169.4,69.6,17.2
60.0,0,143.4,52.2,34.2
60.0,1,171.4,66.4,26.7
25.0,1,174.3,58.5,11.0
37.0,1,176.1,74.3,18.1
24.0,1,177.6,76.5,6.6
40.0,1,172.0,77.3,21.0
25.0,0,164.9,47.1,21.3
30.0,1,181.0,81.88,15.5
29.0,1,170.7,66.4,16.5
54.0,0,158.7,63.0,38.6
24.0,1,175.8,69.3,21.2
35.0,1,185.2,81.1,12.7
21.0,1,177.6,75.6,21.8
37.0,1,179.7,79.3,22.9
23.0,0,163.1,69.0,30.7
27.0,0,164.4,52.6,24.7
45.0,1,178.8,74.0,11.4
23.0,0,168.5,59.6,15.7
21.0,0,164.0,66.5,31.4
42.0,0,155.9,55.1,28.9
29.0,0,167.9,60.7,22.0
27.0,0,152.5,47.9,31.8
29.0,0,165.2,53.0,20.1
38.0,1,171.9,78.0,21.0
28.0,1,174.3,72.5,7.9
60.0,0,150.7,60.6,34.2
21.0,0,166.2,74.0,35.7
23.0,0,155.2,53.5,34.8
44.0,1,170.2,70.4,20.4
56.0,1,164.7,66.3,24.7
23.0,1,172.0,65.0,18.0
27.0,1,164.5,67.8,15.3
21.0,1,173.5,77.1,19.1
35.0,1,172.3,76.6,19.7
60.0,0,149.4,52.4,27.7
21.0,1,171.9,67.3,19.9
41.0,0,165.1,57.2,30.1
31.0,1,171.5,72.3,30.4
22.0,0,157.6,54.5,28.5
27.0,1,173.0,78.9,20.1
63.0,0,153.7,53.3,30.3
34.0,1,176.0,70.4,23.1
45.0,0,164.2,55.0,27.2
37.0,1,172.5,71.6,19.8
28.0,0,167.2,53.0,21.0
25.0,1,184.5,85.9,18.6
25.0,0,164.4,54.4,30.0
22.0,1,169.4,57.2,10.7
43.0,1,167.0,60.58,11.5
54.0,0,149.3,48.7,26.6
21.0,1,173.0,67.8,7.9
25.0,1,171.7,66.0,11.6
36.0,1,177.5,73.1,13.8
52.0,1,169.1,70.5,24.5
25.0,1,176.4,96.96,29.4
62.0,0,159.2,50.8,27.1
28.0,0,169.0,69.1,30.4
48.0,1,172.3,92.2,32.0
30.0,1,176.9,77.9,19.6
60.0,0,152.0,49.8,26.7
24.0,0,155.0,49.7,33.5
62.0,0,149.1,42.3,18.6
25.0,0,166.1,54.8,21.6
47.0,1,171.2,71.3,25.6
44.0,1,169.4,73.8,24.5
41.0,1,173.3,73.9,23.1
45.0,1,182.0,91.4,22.6
24.0,1,177.9,67.5,19.9
44.0,1,176.1,71.94,15.4
57.0,0,161.3,70.4,35.4
43.0,0,164.4,56.6,22.2
24.0,0,157.0,52.6,24.4
27.0,1,181.2,90.7,24.5
40.0,0,162.9,51.3,21.7
23.0,0,156.0,55.1,16.8
49.0,0,162.2,59.9,27.0
64.0,1,167.4,61.5,24.1
32.0,1,178.0,73.9,22.3
53.0,1,166.0,64.6,18.9
59.0,1,166.5,67.6,28.6
26.0,1,172.3,71.6,23.5
49.0,0,154.6,54.0,31.8
31.0,1,168.1,63.4,17.6
24.0,1,182.1,80.1,20.2
27.0,1,175.3,63.5,18.1
63.0,0,164.7,81.2,38.4
28.0,1,179.6,66.0,23.6
27.0,1,174.3,66.1,16.4
30.0,1,174.9,74.1,20.2
48.0,1,159.8,62.2,23.1
24.0,1,177.4,79.6,21.8
21.0,1,176.5,71.4,14.3
55.0,0,157.1,56.1,31.4
32.0,1,171.2,66.6,15.6
31.0,1,177.3,72.0,29.2
31.0,0,165.2,55.0,21.8
36.0,0,160.3,62.16,32.2
28.0,1,178.0,79.7,19.0
36.0,1,176.3,79.8,15.4
26.0,1,171.4,72.6,17.9
28.0,1,187.9,79.3,13.5
64.0,0,149.8,64.6,43.6
63.0,1,169.8,77.9,30.7
31.0,1,171.2,74.0,24.5
31.0,0,164.5,51.84,19.9
31.0,1,186.4,79.9,18.1
21.0,1,175.0,61.8,11.0
40.0,1,171.0,75.8,25.2
24.0,1,187.0,104.0,27.6
34.0,1,169.0,80.2,20.2
40.0,1,171.3,75.2,20.7
26.0,1,169.8,82.12,37.2
26.0,1,173.5,75.3,17.0
31.0,1,162.6,73.8,24.7
21.0,1,186.4,64.5,8.7
21.0,0,159.5,56.3,37.3
61.0,0,155.7,49.6,25.2
23.0,0,159.6,44.8,22.8
49.0,0,148.1,63.7,39.7
49.0,1,178.0,86.7,23.5
38.0,0,157.5,55.6,34.2
55.0,0,163.7,52.0,29.4
25.0,1,186.1,97.4,25.6
37.0,1,179.9,77.4,19.9
21.0,0,157.4,55.0,23.1
40.0,1,176.4,93.8,32.0
28.0,0,159.7,56.8,20.9
23.0,0,171.4,57.6,24.9
44.0,0,162.2,60.3,20.2
22.0,1,173.3,90.9,29.5
64.0,1,174.5,89.8,31.6
22.0,0,165.8,56.2,31.1
48.0,0,161.8,55.1,17.2
27.0,0,168.2,67.24,29.4
36.0,1,167.7,64.7,18.8
22.0,1,183.5,81.2,17.8
28.0,1,167.5,71.0,30.6
25.0,0,159.1,55.3,23.2
27.0,1,181.2,73.8,22.7
60.0,1,160.6,64.8,29.7
60.0,0,159.2,68.8,38.6
47.0,0,164.6,60.4,32.6
48.0,1,173.6,75.8,24.4
25.0,1,180.7,77.1,17.9
31.0,1,171.7,79.7,23.2
32.0,1,170.7,73.4,19.1
23.0,0,159.5,56.0,25.9
60.0,1,168.8,66.7,19.2
43.0,1,171.2,75.6,20.3
39.0,1,164.8,68.98,22.5
34.0,0,167.4,82.9,29.7
33.0,1,171.7,71.62,21.0
40.0,1,174.1,87.2,20.6
49.0,1,172.3,78.3,27.4
48.0,0,159.7,60.0,26.7
25.0,1,175.9,66.2,13.0
62.0,0,154.0,52.6,34.0
24.0,1,176.3,73.58,13.9
26.0,0,167.8,60.2,26.5
25.0,1,166.2,73.2,15.7
37.0,1,175.3,65.0,8.1
47.0,1,169.2,69.2,15.4
64.0,1,163.8,70.3,29.2
38.0,1,169.0,74.8,19.2
26.0,1,166.7,68.2,22.5
28.0,1,174.7,76.7,16.8
32.0,0,152.7,47.3,27.0
54.0,1,170.7,72.2,28.0
45.0,1,173.9,64.0,14.7
44.0,1,170.1,73.3,19.7
26.0,0,164.5,50.8,20.9
35.0,1,186.2,80.5,16.1
21.0,0,156.4,58.1,28.5
22.0,1,168.4,80.2,25.6
37.0,0,165.1,104.7,48.3
21.0,1,185.3,76.9,17.5
21.0,0,167.8,55.2,24.0
61.0,1,178.5,74.6,16.4
28.0,1,171.7,78.0,24.2
48.0,1,181.4,100.1,26.0
24.0,0,167.2,62.7,23.3
33.0,1,178.2,72.1,17.1
22.0,1,174.4,69.3,18.0
21.0,1,172.9,75.0,14.5
63.0,1,169.7,67.1,20.4
24.0,0,177.3,63.3,25.3
44.0,1,172.4,74.8,18.7
34.0,1,175.1,71.5,18.2
27.0,0,164.0,51.0,20.4
59.0,0,146.3,52.9,32.8
64.0,1,164.3,68.0,28.1
22.0,1,184.5,74.1,13.5
35.0,0,151.5,78.0,40.0
50.0,0,166.6,56.0,17.1
29.0,1,177.9,85.7,26.9
51.0,1,168.2,73.1,24.4
32.0,1,176.7,77.1,24.0
45.0,1,173.4,73.5,16.9
38.0,1,172.4,69.3,20.1
25.0,0,161.5,48.5,29.3
33.0,0,161.0,47.9,21.8
33.0,1,165.6,60.4,17.8
37.0,0,150.4,47.7,41.5
25.0,1,171.4,64.7,12.9
43.0,0,168.1,54.5,20.3
40.0,0,162.6,54.2,31.0
27.0,0,159.2,56.7,28.0
64.0,0,154.7,50.2,35.68
35.0,1,179.9,87.0,17.7
32.0,1,178.5,95.4,21.7
28.0,1,177.1,70.3,17.2
22.0,1,178.3,73.3,16.7
36.0,1,171.6,63.1,18.7
33.0,1,175.2,87.5,26.6
21.0,1,174.4,72.0,18.6
60.0,0,152.0,49.8,34.3
29.0,1,179.0,96.9,24.0
25.0,1,179.6,89.3,24.8
40.0,1,174.0,76.6,25.9
22.0,1,172.7,72.3,16.1
45.0,0,156.9,51.4,27.9
28.0,1,173.4,72.8,14.1
54.0,0,155.9,71.0,44.1
23.0,0,151.8,46.9,20.5
37.0,1,161.7,59.4,19.4
30.0,0,162.0,55.2,27.0
25.0,0,170.3,73.2,29.5
62.0,0,159.9,52.3,28.0
56.0,1,173.1,77.5,20.2
50.0,0,167.0,57.0,24.0
21.0,0,164.0,62.1,33.0
26.0,1,175.6,75.3,11.1
29.0,1,172.1,63.3,14.4
33.0,1,180.9,66.2,15.6
31.0,1,167.1,75.28,22.9
24.0,1,184.6,82.4,21.2
23.0,0,163.5,59.5,29.0
22.0,1,176.6,74.4,23.7
31.0,1,180.0,69.8,19.1
21.0,1,174.1,65.6,14.1
28.0,1,167.9,74.1,25.8
27.0,0,164.6,58.8,30.9
43.0,1,168.8,75.7,20.62151
22.0,0,160.4,56.0,25.9
27.0,1,172.8,66.4,30.2
29.0,1,170.0,76.64,22.2
21.0,1,177.4,78.6,20.8
24.0,1,177.1,70.4,13.5
55.0,1,166.6,56.8,16.5
59.0,1,169.1,68.7,10.4
42.0,1,175.8,79.1,19.0
63.0,0,153.9,51.0,26.0
30.0,1,180.3,78.8,16.5
51.0,0,160.6,52.7,21.5
58.0,1,177.8,71.2,24.1
25.0,0,155.9,45.7,28.7
62.0,1,176.5,89.8,34.2
29.0,0,160.9,54.5,25.8
61.0,1,167.9,64.0,22.7
31.0,1,177.3,74.4,19.3
47.0,0,162.8,55.1,26.8
23.0,1,177.9,71.6,16.5
51.0,1,170.0,63.8,18.1
23.0,0,160.3,47.6,15.0
28.0,1,167.8,65.18,19.0
25.0,1,189.9,74.46,16.0
33.0,0,166.6,59.92,26.1
55.0,0,156.1,56.02,32.6
32.0,0,158.4,49.4,21.1
22.0,1,175.5,79.3,19.7
26.0,0,166.5,58.1,27.5
21.0,1,173.0,66.2,16.7
22.0,1,181.5,80.4,14.0
32.0,1,172.5,69.9,13.1
44.0,1,169.4,75.0,26.3
24.0,0,169.1,55.4,20.5
35.0,1,166.7,67.1,20.4
36.0,1,171.4,69.0,12.7
56.0,0,158.3,56.2,35.3
62.0,1,176.2,74.2,19.8
48.0,1,165.2,70.0,29.1
30.0,1,176.6,92.3,24.5
40.0,1,189.3,93.2,16.5
57.0,1,177.0,73.2,21.3
21.0,1,173.2,89.2,25.2
24.0,1,184.9,82.5,17.2
48.0,1,182.3,82.5,20.6
41.0,1,174.5,76.32,20.1
30.0,1,175.1,75.5,18.4
22.0,1,160.5,60.8,18.9
37.0,1,175.2,66.7,19.6
21.0,1,181.4,69.6,17.0
31.0,1,176.7,93.84,18.3
30.0,1,172.4,61.8,13.9
45.0,0,162.4,59.5,30.7
33.0,0,168.0,48.7,21.1
26.0,0,164.9,67.4,36.9
21.0,0,167.9,63.2,35.3
21.0,1,184.0,95.0,21.9
63.0,1,162.1,60.9,22.6
50.0,1,173.1,81.8,30.3
31.0,0,171.0,58.8,26.6
60.0,0,141.0,46.1,25.5
23.0,1,162.2,61.5,10.9
62.0,1,167.0,61.8,10.2
34.0,1,174.1,79.0,21.0
34.0,1,171.3,63.3,23.4
24.0,1,176.4,80.9,18.5
25.0,0,163.0,47.5,26.9
59.0,1,172.8,76.3,22.9
22.0,1,176.8,80.2,21.6
26.0,0,169.3,63.4,31.8
64.0,1,155.6,70.0,29.7
40.0,0,163.5,60.1,26.8
21.0,1,165.1,64.76,25.0
28.0,1,176.2,88.5,28.4
46.0,1,174.0,69.9,22.6
22.0,1,173.5,66.9,17.0
30.0,1,182.5,77.0,24.3
33.0,1,171.7,58.7,16.5
22.0,1,176.0,75.3,31.3
23.0,1,169.6,55.3,14.4
21.0,1,164.7,69.0,14.4
28.0,1,166.9,71.0,18.7
43.0,1,185.2,91.7,17.7
55.0,0,167.9,61.8,25.5
64.0,0,165.4,67.6,26.3
62.0,1,165.0,67.4,18.8
41.0,0,156.8,61.7,28.8
25.0,0,164.8,53.5,22.4
26.0,1,175.7,76.9,19.7
23.0,1,173.9,70.5,25.1
61.0,0,154.2,70.5,43.1
29.0,0,168.3,59.4,25.1
62.0,0,160.3,62.9,26.4
30.0,0,160.4,57.3,31.5
60.0,1,162.5,55.0,9.3
57.0,0,162.1,71.4,39.1
45.0,0,157.9,47.5,24.7
59.0,0,157.5,81.9,45.5
30.0,1,176.0,77.0,22.0
27.0,1,171.4,67.3,22.5
34.0,1,173.0,73.0,20.3
49.0,1,174.2,74.2,19.9
28.0,1,177.0,74.1,14.0
44.0,1,170.3,73.1,26.0
21.0,1,177.6,67.0,17.8
61.0,1,171.7,88.5,30.3
58.0,1,165.7,65.34,20.9
32.0,1,169.8,58.7,14.8
29.0,0,166.1,61.9,19.3
24.0,1,179.2,80.3,18.2
39.0,0,164.2,60.62,28.8
23.0,0,156.0,51.7,23.7
27.0,1,181.8,79.4,19.3
61.0,1,172.5,69.8,21.8
33.0,0,166.5,64.3,35.0
39.0,0,158.3,53.3,20.0
34.0,1,179.8,79.9,19.7
62.0,1,169.3,76.1,18.4
44.0,1,164.1,72.1,38.9
60.0,1,163.6,60.1,20.5
44.0,1,160.2,44.9,14.8
28.0,0,173.0,64.3,25.4
24.0,1,177.2,79.5,15.0
62.0,0,153.6,55.1,26.7
43.0,0,159.9,47.38,13.5
30.0,1,169.0,71.9,15.0
63.0,0,156.7,60.0,35.9
21.0,1,180.0,76.6,25.5
63.0,1,178.5,83.3,24.9
50.0,1,170.5,68.1,17.1
61.0,1,154.0,53.0,28.0
28.0,0,162.5,52.5,21.0
59.0,0,156.9,49.3,27.9
50.0,1,166.9,68.4,27.5
30.0,0,155.6,53.9,27.7
52.0,0,155.3,56.0,22.33
29.0,1,175.7,67.1,13.7
30.0,1,181.5,74.34,18.1
23.0,0,161.1,54.5,24.6
33.0,0,161.7,57.6,23.6
61.0,1,162.3,64.8,20.2
53.0,1,168.8,70.66,27.6
37.0,1,170.2,70.5,27.6
58.0,0,155.7,53.4,26.6
62.0,0,153.0,56.5,33.5
25.0,1,175.9,71.5,19.5
25.0,1,167.3,63.2,10.8
31.0,0,159.3,52.9,15.4
52.0,0,155.4,56.9,34.7
26.0,1,176.7,60.8,13.4
31.0,0,164.3,66.3,31.4
32.0,0,160.4,58.7,30.6
35.0,1,171.6,94.7,36.8
29.0,1,177.0,71.8,14.5
44.0,0,156.2,49.8,23.7
25.0,1,170.5,68.1,10.8
21.0,1,182.2,73.0,12.9
24.0,1,170.6,78.6,20.3
49.0,0,164.3,58.2,26.9
40.0,0,158.6,51.7,32.5
32.0,1,178.1,88.0,21.6
23.0,1,176.0,69.5,10.2
21.0,1,180.6,72.8,12.5
34.0,1,176.7,73.1,14.4
24.0,0,160.2,55.6,22.4
56.0,0,154.0,54.5,23.0
23.0,1,172.5,73.8,21.8
25.0,1,170.2,73.6,21.6
36.0,0,165.3,52.3,21.0
